--- NEW SESSION ---
234597,0.01,-0.65,1.31,-14.71,-79.35,-22.95
234607,-0.12,-0.92,1.63,61.04,-15.14,17.03
234617,-0.20,-0.91,1.58,105.71,15.81,35.64
234627,-0.12,-0.84,1.45,113.65,23.07,50.05
234637,0.21,-0.67,1.32,94.60,25.33,84.29
234647,-0.04,-0.17,1.13,58.29,1.10,61.71
234657,0.43,0.54,0.90,-8.00,5.00,35.16
234667,0.46,1.15,0.66,-56.64,20.51,8.30
234677,0.52,1.69,0.50,-110.60,65.98,-23.07
234687,0.43,1.71,0.53,-132.45,83.19,-50.54
234697,0.15,1.69,0.66,-144.90,52.25,-82.46
234707,0.12,1.52,0.66,-128.72,2.50,-82.64
234717,0.23,1.05,0.59,-93.20,-56.34,-86.24
234727,0.22,0.65,0.69,-76.60,-80.57,-83.92
234737,0.11,0.02,0.90,-44.86,-93.81,-61.89
234747,0.15,-0.45,1.11,-9.28,-87.52,-34.97
234757,0.09,-0.92,1.38,64.09,-27.83,12.88
234767,-0.04,-1.02,1.36,107.91,2.38,27.40
234777,0.02,-0.83,1.27,113.71,23.32,35.46
234787,-0.15,-0.62,1.25,94.06,22.03,50.60
234797,0.14,-0.44,1.10,76.29,20.26,58.29
234807,0.35,0.35,0.75,-14.47,15.81,29.97
234817,0.47,0.88,0.61,-92.47,28.75,-4.64
234827,0.37,1.59,0.56,-171.63,69.03,-39.06
234837,0.27,1.69,0.64,-179.87,87.95,-51.21
234847,0.13,1.52,0.82,-148.74,45.90,-63.17
234857,0.13,1.29,0.77,-113.89,-21.36,-60.79
234867,0.14,0.85,0.65,-74.40,-85.14,-60.00
234877,0.20,0.57,0.73,-60.36,-96.07,-51.76
234887,0.20,0.15,0.93,-46.75,-96.74,-36.80
234897,0.16,-0.15,1.15,-24.35,-88.75,-21.36
234907,0.16,-0.61,1.41,49.07,-49.80,4.15
234917,0.09,-0.75,1.43,108.46,-5.68,22.58
234927,0.07,-0.76,1.26,156.01,41.87,44.80
234937,0.02,-0.62,1.16,152.89,52.98,48.95
234947,0.02,-0.33,0.97,129.03,51.64,54.20
234957,0.33,0.04,0.78,90.03,63.05,63.48
234967,0.37,0.53,0.47,16.05,68.66,41.44
234977,0.38,1.35,0.48,-104.31,96.56,-6.10
234987,0.27,1.69,0.61,-143.43,94.30,-28.63
234997,0.09,1.75,0.83,-134.46,45.47,-46.20
235007,0.05,1.57,0.89,-95.64,-17.21,-45.41
235017,0.07,1.18,0.70,-36.25,-86.18,-37.17
235027,0.11,0.80,0.72,-11.90,-99.30,-22.28
235037,0.23,0.12,0.83,15.26,-93.44,2.14
235047,0.37,-0.36,0.89,21.91,-77.64,6.47
235057,0.14,-0.90,1.26,31.86,-14.95,31.01
235067,0.10,-1.11,1.48,56.88,11.35,38.57
235077,0.04,-1.17,1.56,103.33,37.48,31.74
235087,-0.00,-0.96,1.46,105.83,35.16,21.06
235097,-0.01,-0.61,1.31,88.44,32.84,49.62
235107,-0.06,-0.30,1.08,61.16,16.48,27.10
235117,0.33,0.48,0.73,-13.43,33.02,10.56
235127,0.49,1.13,0.61,-76.60,64.09,-1.40
235137,0.35,1.65,0.49,-116.09,97.17,-12.39
235147,0.25,1.95,0.72,-124.21,129.09,-25.70
235157,0.09,1.88,0.95,-99.30,94.67,-45.59
235167,0.05,1.48,0.90,-40.83,-29.30,-51.33
235177,0.06,1.13,0.69,-18.25,-79.04,-51.94
235187,0.18,0.54,0.61,-22.95,-86.36,-44.01
235197,0.21,0.10,0.71,-23.01,-79.10,-33.45
235207,0.18,-0.50,1.01,1.28,-66.35,-7.14
235217,0.18,-0.83,1.17,34.73,-51.57,16.85
235227,0.13,-1.09,1.28,88.13,-9.34,33.45
235237,0.05,-0.99,1.28,102.91,14.10,31.43
235247,0.02,-0.70,1.20,77.33,25.39,36.68
235257,0.05,-0.33,1.07,46.39,31.43,35.77
235267,0.31,0.44,0.77,-22.34,47.00,12.33
235277,0.43,1.08,0.65,-80.99,64.33,-8.30
235287,0.34,1.73,0.72,-127.01,85.33,-28.75
235297,0.18,1.88,0.84,-113.04,74.34,-39.37
235307,0.03,1.76,0.96,-79.71,23.62,-40.59
235317,0.08,1.22,0.80,-22.89,-64.76,-30.03
235327,0.12,0.83,0.73,-7.69,-88.75,-24.48
235337,0.20,0.15,0.98,-2.26,-89.90,-6.84
235347,0.15,-0.30,1.15,8.00,-80.99,5.37
235357,0.17,-0.90,1.26,35.89,-49.07,16.48
235367,-0.03,-1.04,1.33,50.17,-13.12,17.33
235377,0.02,-1.04,1.21,54.87,22.95,20.81
235387,0.06,-0.86,1.08,27.77,24.72,15.32
235397,0.32,-0.32,0.79,-21.06,44.43,27.47
235407,0.15,0.32,0.47,-59.94,44.86,-7.69
235417,0.34,1.27,0.29,-104.00,79.22,-8.06
235427,0.37,1.62,0.45,-117.13,80.20,-10.93
235437,0.21,1.55,0.75,-98.51,4.46,-31.74
235447,0.00,1.24,0.83,-76.66,-68.54,-36.93
235457,-0.02,0.58,0.93,-73.36,-122.01,-27.59
235467,0.03,0.19,1.09,-88.87,-115.05,-21.48
235477,0.11,-0.15,1.19,-105.77,-90.82,-14.71
235487,0.29,-0.49,1.12,-130.00,-38.82,-27.53
235497,0.10,-0.39,1.17,-155.58,-5.07,-43.15
235507,0.06,-0.37,1.30,-131.41,7.81,-25.21
235517,0.12,-0.35,1.15,-79.96,-4.88,-4.94
235527,0.16,-0.28,0.91,-6.59,-0.98,16.11
235537,0.12,-0.18,0.83,18.25,5.55,26.06
235547,0.07,-0.06,0.79,33.08,0.49,44.49
235557,0.04,0.02,0.77,37.11,-10.68,65.43
235567,0.34,0.20,0.65,41.26,-28.81,80.99
235577,0.64,0.20,0.08,-7.20,-28.56,56.34
235587,0.39,0.34,0.58,-104.55,34.06,-0.55
235597,0.13,0.50,0.95,-104.68,52.00,-6.29
235607,0.07,0.61,1.13,-58.35,62.38,25.27
235617,0.14,0.48,1.21,-38.57,55.85,45.41
235627,0.11,0.21,1.32,-8.00,68.18,58.72
235637,0.08,0.11,1.32,9.64,82.34,64.33
235647,0.10,0.08,1.31,12.33,97.84,62.07
235657,0.10,0.04,1.35,7.81,106.57,49.99
235667,0.05,-0.01,1.37,13.67,95.70,46.75
235677,0.11,0.02,1.16,25.27,55.73,48.34
235687,0.27,-0.36,0.76,29.11,29.42,44.37
235697,0.19,-0.32,1.04,-13.67,51.57,0.55
235707,0.11,-0.14,0.97,4.09,14.89,-1.04
235717,-0.01,-0.00,1.01,-4.52,-22.52,9.16
235727,0.00,0.03,1.04,-7.02,-24.48,11.72
235737,-0.02,0.05,1.03,-7.14,-8.61,16.42
235747,0.01,0.01,0.99,-13.85,3.91,16.30
235757,0.02,-0.04,0.98,-30.15,14.95,13.79
235767,0.02,-0.04,0.95,-41.56,19.29,11.29
235777,-0.10,-0.05,1.12,-103.70,31.07,-21.42
235787,0.04,0.08,1.10,-77.33,31.37,-17.58
235797,0.05,-0.21,-0.02,-45.84,54.44,-1.83
235807,0.18,0.21,1.12,-45.47,95.83,-3.42
235817,0.01,0.19,1.15,-34.12,81.91,-6.04
235827,0.34,-0.11,1.33,-19.17,52.12,5.55
235837,0.05,-0.17,1.06,-4.46,20.57,-1.28
235847,-0.01,-0.08,0.98,-0.37,14.04,-6.90
235857,0.04,-0.06,1.00,-3.23,20.63,-8.67
235867,-0.01,-0.00,1.06,3.72,1.83,-0.37
235877,0.01,-0.03,1.00,3.60,-2.56,1.16
235887,0.03,0.01,0.98,0.18,5.74,1.04
235897,0.01,-0.02,1.01,-0.37,9.70,4.09
235907,0.03,-0.05,1.00,-0.43,8.06,8.12
235917,0.05,-0.05,0.99,-1.10,6.96,10.19
235927,0.04,-0.03,1.00,-1.46,7.87,11.17
235937,0.02,-0.04,1.01,-2.50,7.93,13.06
235947,0.01,-0.01,0.97,-2.50,10.68,16.54
235957,-0.01,-0.04,0.94,-5.62,16.97,16.05
235967,-0.01,-0.03,0.98,-11.23,30.64,9.64
235977,-0.03,-0.06,0.98,2.99,30.21,7.02
235987,-0.05,-0.08,0.95,24.78,29.85,-1.04
235997,-0.31,0.15,1.06,59.69,9.89,-13.67
236007,-0.06,0.07,1.05,70.07,4.46,-12.63
236017,-0.05,-0.03,1.16,3.17,3.97,-7.08
236027,-0.00,-0.04,0.97,-0.79,2.20,-1.40
236037,-0.03,0.01,0.99,0.24,-0.18,-0.55
236047,-0.03,-0.00,1.01,0.24,-0.12,-0.92
